state,room_id,name,city,person_cap,bedrooms,bathrooms,amenities,reviews,prop_type,guests,star,avg_rating,min_nights,max_nights,price 
Oklahoma,24308324,The Sooner Loft,Norman,3,2,1.0,"Wifi,Free parking,Heating",130,Entire loft,3 guests,5.0,4.92,2,1125,42.0
Oklahoma,22747316,Nycz and Easy country cottage near Winstar,Thackerville,6,3,1.0,"Wifi,Free parking,Heating",151,Entire house,6 guests,5.0,4.85,1,1125,80.0
Oklahoma,22103760,Quaint Comfy Gem in Heart of Tulsa,Tulsa,2,1,1.0,"Wifi,Free parking,Heating",42,Entire apartment,2 guests,5.0,4.83,7,1125,43.0
Oklahoma,29707806,"Stylish, Clean,  updated 3bdrm,  great location",The Village,6,4,1.0,"Wifi,Free parking,Heating",100,Entire bungalow,6 guests,5.0,4.94,1,21,65.0
Oklahoma,36846601,Wayfarer - Plaza District!,Oklahoma City,2,1,1.0,"Wifi,Free parking,Heating",35,Entire house,2 guests,4.5,4.57,1,30,65.0
Oklahoma,12953335,Home with relaxing koi pond &amp; hot tub,Norman,8,4,2.0,"Wifi,Free parking,Heating",149,Entire house,8 guests,5.0,4.93,2,1125,499.0
Oklahoma,22512089,Powell Cabin Inside Turner Falls Park,Davis,4,3,1.0,"Free parking,Heating",42,Entire cabin,4 guests,5.0,4.93,2,7,125.0
Oklahoma,36142002,New farmhouse tucked in the woods but near OKC!,Oklahoma City,5,3,2.5,"Free parking,Heating",17,Entire house,5 guests,5.0,4.75,1,10,150.0
Oklahoma,22243896,Modern Bohemian at The Ava in the Paseo,Oklahoma City,2,1,1.0,"Wifi,Free parking,Heating",124,Entire apartment,2 guests,5.0,4.86,2,1125,59.0
Oklahoma,30124241,Nice townhouse near many N OKC top spots!,Edmond,4,2,2.5,"Wifi,Free parking,Heating",52,Entire townhouse,4 guests,5.0,4.9,1,30,53.0
Oklahoma,37278197,Private Guest Suite Next To The Plaza,Oklahoma City,2,1,1.0,"Wifi,Free parking,Heating",12,Entire guest suite,2 guests,5.0,4.92,1,1125,30.0
Oklahoma,32015629,Charming remodled home in the heart of Tulsa,Tulsa,4,2,1.0,"Wifi,Free parking,Heating",72,Entire house,4 guests,5.0,4.76,1,31,70.0
Oklahoma,33163651,"(Treehouse Feel) Cabin,  Couples or Small families",Broken Bow,4,2,1.0,"Wifi,Free parking,Heating",25,Entire cabin,4 guests,5.0,4.88,2,1125,225.0
Oklahoma,31230931,"La Roca-Modern Decor, Walk to dining!",Broken Bow,4,2,1.0,"Wifi,Free parking,Heating",12,Entire cabin,4 guests,5.0,4.92,2,182,194.0
Oklahoma,24650576,"Remodeled, Chic Apt 23, 3 Min Walk to Fairgrounds!",Oklahoma City,4,2,1.0,"Wifi,Free parking,Heating",51,Entire apartment,4 guests,4.5,4.59,1,1125,25.0
Oklahoma,22478809,Cozy Apartment in NW OKC,Oklahoma City,3,2,1.0,"Wifi,Free parking,Heating",60,Entire apartment,3 guests,4.5,4.63,2,1125,40.0
Oklahoma,37809596,"Cute, spacious home located near OKC &amp; Norman",Oklahoma City,5,2,1.0,"Wifi,Free parking,Heating",42,Private room in house,5 guests,5.0,4.95,1,1125,25.0
Oklahoma,27785269,Historic Linwood - Access to All OKC Has to Offer,Oklahoma City,8,3,2.0,"Wifi,Free parking,Heating",105,Entire house,8 guests,5.0,4.84,2,180,71.0
Oklahoma,21109021,"Spacious, Modern Townhouse",Oklahoma City,5,1,2.5,"Wifi,Free parking,Heating",100,Entire townhouse,5 guests,4.5,4.67,1,1125,45.0
Oklahoma,21107792,The Crimson Cottage - Private &amp; SUPER Close to OU!,Norman,2,1,1.0,"Wifi,Heating",99,Entire guesthouse,2 guests,5.0,4.95,1,4,51.0
Oklahoma,27660019,Tecumseh OK home. 15 minutes south of  I-40.,Tecumseh,6,5,2.0,"Wifi,Heating",48,Entire house,6 guests,5.0,4.85,1,30,49.0
Oklahoma,31760965,"""H St Hideaway House"" Just 3 blocks from downtown!",Ardmore,2,1,1.0,"Wifi,Free parking,Heating",32,Entire house,2 guests,5.0,4.97,1,7,50.0
Oklahoma,24676361,Susie Q's Mountain View (See our Discounts!),Talihina,4,2,1.0,"Wifi,Free parking,Heating",102,Entire guest suite,4 guests,5.0,4.96,1,5,139.0
Oklahoma,8126195,BEAUTIFUL MOUNTAIN LAKE HOUSE VIEWS,Clayton,7,4,2.0,"Free parking,Heating",119,Entire house,7 guests,5.0,4.79,2,1125,145.0
Oklahoma,17343883,Garage apartment in the heart of OKC,Oklahoma City,4,1,1.0,"Wifi,Free parking,Heating",37,Entire guesthouse,4 guests,5.0,4.95,5,180,62.0
Oklahoma,21667901,Brandon Place #1,Oklahoma City,2,1,1.0,"Wifi,Free parking,Heating",204,Private room in house,2 guests,5.0,4.74,1,1125,24.0
Oklahoma,23222691,Brady Heights Private Room - Near Downtown Tulsa,Tulsa,2,1,1.0,"Wifi,Free parking,Heating",180,Private room in bungalow,2 guests,5.0,4.91,1,1125,25.0
Oklahoma,18625878,Location !  Apt/   By the Park Golf/run/ 1 k /1q,Tulsa,4,2,1.0,"Wifi,Free parking,Heating",126,Entire apartment,4 guests,5.0,4.85,1,1125,49.0
Oklahoma,30157086,Entire Secluded Condo Near Tulsa Attractions,Tulsa,6,2,2.0,"Wifi,Free parking,Heating",26,Entire condominium,6 guests,5.0,4.92,10,1125,54.0
Oklahoma,33733977,"The ""Mod Retro Inn"" - located in the heart of OKC",Oklahoma City,6,3,1.0,"Wifi,Free parking,Heating",55,Entire house,6 guests,5.0,4.96,1,1125,100.0
Oklahoma,33308403,Stunning 24 Karat Cabin!,Broken Bow,4,1,1.0,"Wifi,Free parking,Heating",37,Entire cabin,4 guests,5.0,4.86,2,1125,189.0
Oklahoma,15766051,Farm Strawbale Hermitage,Red Rock,2,1,1.0,"Free parking,Heating",75,Earth house,2 guests,5.0,4.91,1,7,59.0
Oklahoma,28939920,Cozy Private Master Bedroom with Private Bathroom,Tulsa,2,1,1.0,"Wifi,Free parking,Heating",30,Private room in house,2 guests,5.0,4.8,3,89,29.0
Oklahoma,25916283,Gray House Central OKC -All new! Great Location!,Oklahoma City,4,2,2.0,"Wifi,Free parking,Heating",92,Entire house,4 guests,5.0,4.91,2,60,96.0
Oklahoma,30428247,Beautiful Cabin overlooking Lake Tenkiller,Cookson,4,1,1.0,"Wifi,Free parking,Heating",8,Entire cabin,4 guests,5.0,4.88,2,1125,113.0
Oklahoma,21573673,Arthur's Studio,Oklahoma City,2,1,1.0,"Wifi,Free parking,Heating",195,Entire guesthouse,2 guests,5.0,4.99,1,365,69.0
Oklahoma,37683882,Quaint Neighboorhood Home,Del City,1,1,1.0,"Wifi,Free parking,Heating",4,Private room in house,1 guest,5.0,5.0,7,1125,17.0
Oklahoma,15059566,Cozy Cabin Getaway in the Woods #3,Clayton,2,1,1.0,"Free parking,Heating",82,Entire house,2 guests,5.0,4.83,2,1125,70.0
Oklahoma,13450302,Cozy Private Loft Apartment,Shawnee,2,1,1.0,Heating,28,Entire apartment,2 guests,5.0,4.93,2,1125,45.0
Oklahoma,36607388,"One Bedroom Couples Log Cabin, Hot Tub",Broken Bow,2,1,1.5,"Wifi,Free parking,Heating",7,Entire cabin,2 guests,5.0,5.0,2,1125,189.0
Oklahoma,13450302,Cozy Private Loft Apartment,Shawnee,2,1,1.0,Heating,28,Entire apartment,2 guests,5.0,4.93,2,1125,45.0
Oklahoma,36607388,"One Bedroom Couples Log Cabin, Hot Tub",Broken Bow,2,1,1.5,"Wifi,Free parking,Heating",7,Entire cabin,2 guests,5.0,5.0,2,1125,189.0
Oklahoma,29331274,Charmed,Broken Bow,9,7,2.0,"Wifi,Free parking,Heating",51,Entire cabin,9 guests,5.0,4.94,1,1125,130.0
Oklahoma,24407357,"Cabin in the Woods, 10 minutes to Bartlesville",Bartlesville,4,2,1.0,"Free parking,Heating",58,Entire guesthouse,4 guests,5.0,4.95,2,30,60.0
Oklahoma,33712145,"Rustic ""Just for Fun"" Cabin is Perfect!",Broken Bow,4,2,1.0,"Wifi,Free parking,Heating",21,Entire cabin,4 guests,5.0,4.81,2,1125,129.0
Oklahoma,30270495,Charming home near Western &amp; Paseo Arts Districts,Oklahoma City,5,2,1.0,"Wifi,Free parking,Heating",148,Entire house,5 guests,5.0,4.89,1,29,80.0
Oklahoma,33678871,The Bungalow Retreat,Norman,2,1,1.0,"Wifi,Free parking,Heating",54,Private room in bungalow,2 guests,5.0,4.83,1,31,30.0
Oklahoma,37012300,"Beautiful, Spacious Contemporary Home Near Capitol",Oklahoma City,15,6,3.5,"Wifi,Free parking,Heating",17,Entire house,15 guests,5.0,4.88,2,1125,135.0
Oklahoma,16842480,Cute &amp; Comfortable Midtown Master Bedroom,Tulsa,1,1,1.0,"Wifi,Free parking,Heating",42,Private room in house,1 guest,5.0,4.79,2,1125,18.0
Oklahoma,22973898,Bedroom #1 (Full Size Bed) in New room for Rent.,Norman,1,1,1.0,"Wifi,Free parking,Heating",9,Private room in house,1 guest,4.5,4.56,30,1125,20.0
Oklahoma,23470768,"Bedroom #3 (King size bed, Private bathroom)",Norman,2,1,1.0,"Wifi,Free parking,Heating",46,Private room in house,2 guests,5.0,4.8,30,1125,25.0
Oklahoma,34836533,205 Vintage simplicity.,Del City,2,1,1.0,"Free parking,Heating",36,Entire apartment,2 guests,4.5,4.28,1,1125,45.0
Oklahoma,25841632,"Charming Creekside Cabin, near Illinois River",Tahlequah,2,1,1.0,"Free parking,Heating",86,Entire guesthouse,2 guests,5.0,4.94,1,1125,65.0
Oklahoma,24887750,OKC Container Home,Oklahoma City,3,3,1.0,"Free parking,Heating",44,Tiny house,3 guests,5.0,4.88,1,11,60.0
Oklahoma,28602633,The Alley House! 1 Mile from OU!,Norman,4,1,1.0,"Wifi,Free parking,Heating",95,Entire house,4 guests,5.0,4.84,1,1125,65.0
Oklahoma,22452603,"Briarpatch: 2 bedroom, 1 bath, Pond, $25 night pet",Smithville,6,2,1.0,"Free parking,Heating",21,Entire cabin,6 guests,5.0,4.95,2,10,89.0
Oklahoma,30855801,Zoe's Layover,Oklahoma City,2,1,1.0,"Wifi,Free parking,Heating",74,Entire apartment,2 guests,5.0,4.82,1,1125,63.0
Oklahoma,27330389,Cozy Country Cottage,Claremore,2,1,1.0,"Wifi,Free parking,Heating",31,Entire cottage,2 guests,5.0,5.0,2,1125,80.0
Oklahoma,31517082,1930 Farmhouse Style Bungalow close to OCU/ Paseo!,Oklahoma City,10,5,2.5,"Wifi,Free parking,Heating",68,Entire house,10 guests,5.0,4.99,1,1125,99.0
Oklahoma,5917,An In-law suite at Arthouse43,Oklahoma City,6,5,1.0,"Wifi,Free parking,Heating",185,Entire guest suite,6 guests,4.5,4.69,2,25,50.0
Oklahoma,37746163,"Entire House: King Bed, Patio, Close to Everything",Oklahoma City,5,2,1.0,"Wifi,Free parking,Heating",8,Entire house,5 guests,5.0,4.88,3,60,46.0
Oklahoma,35983764,Netflix&amp;Chill in Private Cozy Ensuite Room in OKC!,Oklahoma City,2,1,1.0,"Wifi,Free parking,Heating",64,Private room in house,2 guests,5.0,4.77,1,14,30.0
Oklahoma,24595088,"Remodeled, Chic Apt 19 , 3 Min Walk to Fairgrounds",Oklahoma City,4,1,1.0,"Wifi,Free parking,Heating",81,Entire apartment,4 guests,4.5,4.47,1,1125,25.0
Oklahoma,31222978,NEW! Contemporary Broken Bow Cabin w/Deck+Hot Tub!,Broken Bow,6,2,2.0,"Wifi,Free parking,Heating",8,Entire cabin,6 guests,5.0,4.88,2,1125,266.0
Oklahoma,23478945,Rowdy Fox/Hot Tub/Air Hockey/Shuffleboard/Arcade,Broken Bow,8,5,2.0,"Wifi,Free parking,Heating",23,Entire cabin,8 guests,5.0,4.96,2,31,167.0
Oklahoma,38659121,Hidden Gem of Oklahoma City-minutes to downtown,Oklahoma City,2,1,1.0,"Wifi,Free parking,Heating",29,Entire apartment,2 guests,4.5,4.66,1,1125,50.0
Oklahoma,22637399,Belle âme,Smithville,2,1,1.0,"Free parking,Heating",40,Entire cabin,2 guests,5.0,4.95,2,1125,209.0
Oklahoma,32545453,1 Bedroom Apartment for you! Next to Fort Sill,Lawton,2,1,1.0,"Wifi,Free parking,Heating",49,Entire apartment,2 guests,5.0,4.82,2,1125,42.0
Oklahoma,22617707,The FLUTE PLAYER,Medicine Park,6,4,1.0,"Free parking,Heating",89,Entire cabin,6 guests,5.0,4.91,1,14,120.0
Oklahoma,24647764,"Remodeled, Chic Apt 21, 3 Min Walk to Fairgrounds!",Oklahoma City,4,2,1.0,"Wifi,Free parking,Heating",90,Entire apartment,4 guests,4.5,4.5,1,1125,25.0
Oklahoma,39035524,The Romantic Bear Den Cabin is Ideal!,Broken Bow,4,1,1.0,"Wifi,Free parking,Heating",6,Entire cabin,4 guests,5.0,4.83,2,1125,189.0
Oklahoma,36794396,Pellegrino - Plaza District!,Oklahoma City,2,1,1.0,"Wifi,Free parking,Heating",35,Entire house,2 guests,5.0,4.77,1,30,65.0
Oklahoma,37808873,BRAND NEW 5 Bdrm Luxury Cabin Sleeps 20 * 5 STARS,Broken Bow,16,8,4.5,"Wifi,Free parking,Heating",9,Entire cabin,16+ guests,5.0,5.0,3,1125,250.0
Oklahoma,17433691,"Pecan: Sleeps 3, Tiny Cabin, WiFi, Pets",Broken Bow,3,2,1.0,"Wifi,Free parking,Heating",31,Entire cabin,3 guests,5.0,4.84,2,1125,79.0
Oklahoma,30773063,Glenavon - your home-from-home in Edmond,Edmond,2,1,1.0,"Wifi,Free parking,Heating",102,Entire apartment,2 guests,5.0,4.98,1,1125,55.0
Oklahoma,26501273,Suite Contempo-Few miles from Turner Falls!,Davis,2,1,1.0,"Wifi,Free parking,Heating",60,Room in boutique hotel,2 guests,5.0,4.97,1,1125,75.0
Oklahoma,14982315,Jamokey's Coffee Cottage,Stigler,4,2,1.0,"Wifi,Free parking,Heating",116,Entire bungalow,4 guests,4.5,4.66,1,1125,60.0
Oklahoma,33474486,Stone Guest Barn-Country Oasis 30 min to OU or OKC,Norman,4,3,1.0,"Wifi,Free parking,Heating",30,Barn,4 guests,5.0,4.97,1,7,120.0
Oklahoma,18173965,Cape Cod Cabin on Monkey Island and pet friendly!,Afton,6,2,1.0,"Wifi,Free parking,Heating",51,Entire cabin,6 guests,5.0,4.9,1,30,99.0
Oklahoma,29183747,Hollie House,Guthrie,4,2,1.0,"Wifi,Free parking,Heating",58,Entire house,4 guests,5.0,5.0,1,30,85.0
Oklahoma,34835562,Cimarron Oaks Home,Terlton,2,1,1.0,"Free parking,Heating",8,Entire cottage,2 guests,5.0,4.88,2,28,75.0
Oklahoma,3220014,1BR near OU,Norman,2,1,1.0,"Wifi,Free parking,Heating",278,Entire apartment,2 guests,5.0,4.94,1,1125,55.0
Oklahoma,38782787,Living well in OKC,Oklahoma City,1,1,1.0,"Wifi,Heating",0,Entire apartment,1 guest,None,None,28,1125,28.0
Oklahoma,18267899,"Great room, quiet neighborhood close to campus!",Norman,2,1,1.0,"Wifi,Free parking,Heating",47,Private room in house,2 guests,5.0,4.91,2,1125,20.0
Oklahoma,29073163,Private Cherry Street Garage Bungalow.,Tulsa,2,1,1.0,"Free parking,Heating",137,Entire guesthouse,2 guests,5.0,4.93,1,1125,52.0
Oklahoma,29238283,Plaza District Tiny Home,Oklahoma City,3,2,1.0,"Wifi,Free parking,Heating",103,Tiny house,3 guests,5.0,4.9,1,1125,58.0
Oklahoma,33718359,Peaceful Pines Luxury Cabin,McCurtain County,7,3,2.0,"Wifi,Free parking,Heating",20,Entire house,7 guests,5.0,4.84,2,90,142.0
Oklahoma,32472007,Deer Run Lodge,Kansas,5,3,1.0,"Wifi,Free parking,Heating",16,Entire cabin,5 guests,5.0,4.81,2,28,134.0
Oklahoma,4280065,Great Space in Midtown off 15th near Fairgrounds!,Tulsa,5,2,1.0,"Wifi,Free parking,Heating",85,Entire townhouse,5 guests,4.5,4.56,7,1125,59.0
Oklahoma,17334637,Private Owasso Room near Tulsa Airport + Downtown,Owasso,2,1,1.0,"Wifi,Free parking,Heating",41,Private room in house,2 guests,5.0,4.88,2,1125,20.0
Oklahoma,22015269,Beautiful Downtown Tulsa Studio Apartment,Tulsa,2,1,1.0,"Wifi,Free parking,Heating",7,Entire condominium,2 guests,5.0,4.86,29,1124,34.0
Oklahoma,25374184,Private Guest House in Mesta Park - Oklahoma City,Oklahoma City,3,1,1.0,"Wifi,Free parking,Heating",174,Entire guesthouse,3 guests,5.0,4.91,1,1125,55.0
Oklahoma,31875157,Flying Low Cabin,Sulphur,2,1,1.0,"Free parking,Heating",17,Entire guesthouse,2 guests,5.0,5.0,2,10,100.0
Oklahoma,25227442,Broken Bow Cabin Close to Shopping and Restaurants,Broken Bow,6,3,2.0,"Wifi,Free parking,Heating",66,Entire cabin,6 guests,5.0,4.94,1,1125,125.0
Oklahoma,25227442,Broken Bow Cabin Close to Shopping and Restaurants,Broken Bow,6,3,2.0,"Wifi,Free parking,Heating",66,Entire cabin,6 guests,5.0,4.94,1,1125,125.0
Oklahoma,34970902,Vail's Bluff Romantic Luxury Farmhouse,Broken Bow,3,2,1.5,"Wifi,Free parking,Heating",17,Entire cabin,3 guests,5.0,5.0,2,1125,250.0
Oklahoma,32467501,The Boomer Bungalow - Private Entry &amp; Close to OU!,Norman,2,1,1.0,"Wifi,Free parking,Heating",37,Entire guest suite,2 guests,5.0,4.86,1,7,48.0
Oklahoma,23962138,The Hilton Motel-Midtown,Tulsa,1,1,1.0,"Wifi,Free parking,Heating",75,Private room in house,1 guest,5.0,4.93,1,1125,25.0
Oklahoma,10563927,"Warm Getaway with a Poolside Patio in Norman, OK",Norman,4,1,1.0,"Wifi,Free parking,Heating",69,Entire guesthouse,4 guests,5.0,4.97,1,1125,74.0
Oklahoma,21619718,"Artist’s Apartment-near OU Med, Bricktown, Arena",Oklahoma City,4,2,1.0,"Wifi,Free parking,Heating",39,Entire guesthouse,4 guests,5.0,4.87,1,365,60.0
Oklahoma,13752979,Downtown Norman Loft,Norman,4,2,1.0,"Wifi,Free parking,Heating",226,Entire loft,4 guests,5.0,4.94,1,30,75.0
Oklahoma,34739273,The House by the Side of the Road,Norman,4,2,1.0,"Wifi,Free parking,Heating",59,Entire cottage,4 guests,5.0,4.95,1,30,51.0
Oklahoma,31165440,"Many Moons-Soaker Tub, Walk to dining!",Broken Bow,2,1,1.0,"Wifi,Free parking,Heating",19,Entire cabin,2 guests,5.0,4.95,2,182,194.0
Oklahoma,24084330,En Suite with Brand New Shower and New King Bed,Edmond,3,2,1.0,"Wifi,Free parking,Heating",149,Private room in townhouse,3 guests,5.0,4.89,1,93,36.0
Oklahoma,24824495,"New Magnolia Peak (Elegant,Couples,Mountain View)",Broken Bow,4,2,2.0,"Wifi,Free parking,Heating",3,Entire cabin,4 guests,5.0,5.0,2,15,265.0
Oklahoma,26161496,"Wild Horse Creek-23 Peaceful Acres, Fishing Pond",Earlsboro,7,3,2.0,"Wifi,Free parking,Heating",63,Entire house,7 guests,5.0,4.94,1,1125,90.0
Oklahoma,20172280,Soak up the Vintage Travel Vibe at a Peaceful Hideaway,Oklahoma City,4,2,1.0,"Wifi,Free parking,Heating",159,Entire apartment,4 guests,5.0,4.98,1,1125,69.0
Oklahoma,32317656,Partially furnished apartment next to Ft. Sill,Lawton,2,1,1.0,"Wifi,Free parking,Heating",4,Entire apartment,2 guests,5.0,5.0,4,1125,28.0
Oklahoma,27085234,"Close to OU &amp; I-35, Garage Parking, Pet-Friendly",Norman,4,3,1.0,"Wifi,Free parking,Heating",124,Entire house,4 guests,5.0,4.74,1,60,79.0
Oklahoma,36284790,Log Cabin Great for Couples or Small Families,Broken Bow,4,1,1.0,"Wifi,Free parking,Heating",8,Entire cabin,4 guests,5.0,5.0,2,1125,225.0
Oklahoma,25094511,"Riverview, (pet friendly)",Checotah,8,3,2.0,"Wifi,Free parking,Heating",90,Entire house,8 guests,4.5,4.71,1,1125,55.0
Oklahoma,20671028,Moon Daisy,Edmond,8,4,2.0,"Wifi,Free parking,Heating",154,Entire house,8 guests,4.5,4.61,1,1125,105.0
Oklahoma,25094511,"Riverview, (pet friendly)",Checotah,8,3,2.0,"Wifi,Free parking,Heating",90,Entire house,8 guests,4.5,4.71,1,1125,55.0
Oklahoma,20671028,Moon Daisy,Edmond,8,4,2.0,"Wifi,Free parking,Heating",154,Entire house,8 guests,4.5,4.61,1,1125,105.0
Oklahoma,27338365,Private Room in Moore,Oklahoma City,2,1,1.0,"Wifi,Free parking,Heating",72,Private room in house,2 guests,5.0,5.0,1,30,22.0
Oklahoma,39310550,Rowdy Bear-NEW/Hot Tub/Foosball/Fire Pit/WIFI,Broken Bow,4,3,1.0,"Wifi,Free parking,Heating",8,Entire cabin,4 guests,5.0,5.0,2,14,118.0
Oklahoma,34113946,Tennessee Whiskey Cabin - Broken Bow Oklahoma,Broken Bow,6,3,2.0,"Wifi,Free parking,Heating",13,Entire cabin,6 guests,5.0,4.92,2,1125,175.0
Oklahoma,37120108,The Roxy Suite in Safe South Tulsa Neighborhood,Tulsa,2,1,1.0,"Wifi,Free parking,Heating",14,Private room in house,2 guests,5.0,4.93,1,121,34.0
Oklahoma,19784273,Little Paradise on the Pond,Noble,3,1,1.0,"Wifi,Free parking,Heating",29,Entire bungalow,3 guests,5.0,5.0,3,30,106.0
Oklahoma,22684487,"Holly Hill Secluded Retreat, WiFi,Outdoor Kitchen",Broken Bow,6,3,2.0,"Wifi,Free parking,Heating",48,Entire cabin,6 guests,5.0,4.98,2,1125,189.0
Oklahoma,13400390,Zoe's Hideout - Gated Property,Oklahoma City,2,1,1.0,"Wifi,Free parking,Heating",126,Entire apartment,2 guests,5.0,4.88,1,1125,65.0
Oklahoma,32564555,♡Apartment next to Fort Sill Entrance Gate♡,Lawton,4,1,1.0,"Wifi,Heating",32,Entire apartment,4 guests,4.5,4.47,2,1125,39.0
Oklahoma,19609150,Private wooded; near Turner Falls enjoy FALL NOW,Sulphur,10,4,2.0,"Wifi,Free parking,Heating",45,Entire house,10 guests,5.0,4.93,2,30,225.0
Oklahoma,23079374,Bright &amp; Cozy home near 63/Expwy in NW OKC,Oklahoma City,2,1,1.0,"Wifi,Free parking,Heating",118,Private room in house,2 guests,5.0,4.99,1,30,28.0
Oklahoma,33587630,Shoreside Cottage Overlooking Skiatook Lake,Sperry,2,1,1.0,"Free parking,Heating",4,Entire cottage,2 guests,4.5,4.5,1,1125,86.0
Oklahoma,33909351,Mid Century Modern Getaway-Plaza District,Oklahoma City,2,1,1.0,"Wifi,Free parking,Heating",6,Entire guesthouse,2 guests,5.0,5.0,1,1125,54.0
Oklahoma,39461118,Unique studio apartment priced for long-term stays,Oklahoma City,2,1,1.0,"Wifi,Heating",0,Entire guesthouse,2 guests,None,None,30,100,34.0
Oklahoma,15059382,Cozy Cabin Getaway in the Woods #2,Clayton,4,2,1.0,"Free parking,Heating",90,Entire house,4 guests,4.5,4.72,2,1125,75.0
Oklahoma,4580755,Historic Loft Home - Walk Anywhere!,Oklahoma City,2,1,1.0,"Wifi,Free parking,Heating",333,Private room in house,2 guests,4.5,4.54,1,1125,49.0
Oklahoma,25536582,Home away from home.,Oklahoma City,2,1,1.0,"Wifi,Free parking,Heating",73,Entire condominium,2 guests,5.0,4.96,2,1125,49.0
Oklahoma,24538856,"Remodeled, Chic Apt 17, 3 Min Walk to Fairgrounds!",Oklahoma City,4,2,1.0,"Wifi,Free parking,Heating",22,Entire apartment,4 guests,5.0,4.82,1,1125,30.0
Oklahoma,29284106,"Log Cabin in the Woods, by creek, mountain view",Davis,9,6,1.5,"Wifi,Free parking,Heating",40,Entire cabin,9 guests,5.0,4.85,1,32,200.0
Oklahoma,23165200,The Medicine Creek Loft - a Peaceful Retreat,Medicine Park,4,1,1.0,"Wifi,Free parking,Heating",27,Entire apartment,4 guests,5.0,4.96,2,1125,79.0
Oklahoma,23824800,Moonlight Bay Chalet,Sulphur,8,4,2.0,"Wifi,Free parking,Heating",29,Entire chalet,8 guests,5.0,4.79,1,7,250.0
Oklahoma,31362765,Farm Retreat at The Farm On Fishmarket,Wanette,4,1,1.0,"Wifi,Free parking,Heating",27,Farm stay,4 guests,5.0,5.0,1,7,90.0
Oklahoma,16770222,Bike to University Campus From Vintage Home on Wooded Lot,Norman,6,4,2.0,"Wifi,Free parking,Heating",137,Entire house,6 guests,5.0,4.94,2,14,176.0
Oklahoma,18274570,Cozy Guesthouse in Perfect location,Edmond,2,1,1.0,"Wifi,Free parking,Heating",173,Entire guesthouse,2 guests,5.0,4.94,1,1125,49.0
Oklahoma,2943869,Cozy cabin overlooking Lake Wister,Wister,6,3,1.0,"Free parking,Heating",104,Entire cabin,6 guests,5.0,4.93,2,14,110.0
Oklahoma,21412928,The Ranch in Jenks,Jenks,2,2,1.0,"Wifi,Free parking,Heating",98,Private room in farm stay,2 guests,5.0,4.96,1,30,39.0
Oklahoma,18264597,Indie Escape I-stone’s throw to Plaza District,Oklahoma City,6,3,2.0,"Wifi,Free parking,Heating",48,Entire house,6 guests,4.5,4.69,1,365,70.0
Oklahoma,35250240,1 bedroom apartment within sight of Fort. Sill,Lawton,3,1,1.0,"Wifi,Free parking,Heating",18,Entire apartment,3 guests,4.5,4.61,2,1125,37.0
Oklahoma,19489368,Midtown Light Filled Stylish Walkable Everywhere,Oklahoma City,4,4,2.0,"Wifi,Free parking,Heating",98,Entire apartment,4 guests,5.0,4.92,2,1125,110.0
Oklahoma,15239114,1930's Farm House Apartment,Bethany,3,2,1.0,"Wifi,Free parking,Heating",175,Entire guesthouse,3 guests,5.0,4.94,1,7,50.0
Oklahoma,26283168,Luxury Camping-Glampin Hochatown-Plum Tuckered Out,Broken Bow,3,2,1.0,,30,Tent,3 guests,4.5,4.59,2,21,75.0
Oklahoma,30693623,Relaxing Safe Cabin In The Country,Fletcher,6,5,1.0,"Wifi,Free parking,Heating",34,Entire cabin,6 guests,5.0,4.88,2,28,110.0
Oklahoma,25842335,"Waterfront home with boat dock, kayaks &amp; fire pit",Mead,8,6,1.0,"Free parking,Heating",24,Entire cabin,8 guests,5.0,4.92,2,1125,110.0
Oklahoma,28515402,Flying D Farms Country Stay,Fairview,4,1,1.0,"Wifi,Free parking,Heating",27,Barn,4 guests,5.0,4.93,1,30,75.0
Oklahoma,26003738,1 bed 1 bath Nice and easy close to Plaza District,Oklahoma City,2,1,1.0,"Wifi,Free parking,Heating",46,Entire apartment,2 guests,5.0,4.76,1,365,74.0
Oklahoma,24538856,"Remodeled, Chic Apt 17, 3 Min Walk to Fairgrounds!",Oklahoma City,4,2,1.0,"Wifi,Free parking,Heating",22,Entire apartment,4 guests,5.0,4.82,1,1125,30.0
Oklahoma,23165200,The Medicine Creek Loft - a Peaceful Retreat,Medicine Park,4,1,1.0,"Wifi,Free parking,Heating",27,Entire apartment,4 guests,5.0,4.96,2,1125,79.0
Oklahoma,23824800,Moonlight Bay Chalet,Sulphur,8,4,2.0,"Wifi,Free parking,Heating",29,Entire chalet,8 guests,5.0,4.79,1,7,250.0
Oklahoma,31362765,Farm Retreat at The Farm On Fishmarket,Wanette,4,1,1.0,"Wifi,Free parking,Heating",27,Farm stay,4 guests,5.0,5.0,1,7,90.0
Oklahoma,16770222,Bike to University Campus From Vintage Home on Wooded Lot,Norman,6,4,2.0,"Wifi,Free parking,Heating",137,Entire house,6 guests,5.0,4.94,2,14,176.0
Oklahoma,18274570,Cozy Guesthouse in Perfect location,Edmond,2,1,1.0,"Wifi,Free parking,Heating",173,Entire guesthouse,2 guests,5.0,4.94,1,1125,49.0
Oklahoma,2943869,Cozy cabin overlooking Lake Wister,Wister,6,3,1.0,"Free parking,Heating",104,Entire cabin,6 guests,5.0,4.93,2,14,110.0
